Genre,budget,vote_average,release_month,revenue,runtime
 'Documentary',36501,8.1,10,0,166
 'Drama',4700000,6.7,1,31000000,166
 'Romance',0,7.3,5,0,166
 'Drama',0,6.5,1,0,166
 'Action',0,7.2,8,0,166
 'Music',0,7.7,4,0,166
 'Action',0,6,4,0,166
 'Action',0,4.7,11,0,166
 'Drama',0,5.3,11,0,166
 'Action',0,5.6,5,0,166
,0,6.4,4,0,166
 'Comedy',0,6.1,4,0,166
 'Science Fiction',0,8.5,10,0,166
 'War',0,7.9,4,0,166
 'TV Movie',0,4,1,0,166
 'Drama',0,8.8,1,0,166
 'Fantasy',0,6,1,0,166
 'Adventure',0,5.2,4,0,166
 'Drama',0,5,4,0,166
,0,8.3,1,0,166
 'Drama',0,7.5,4,0,166
,0,8.3,12,0,166
 'Drama',0,7,3,0,166
 'Drama',100000000,7.8,12,425368238,165
 'Action',250000000,7.6,7,1084939099,165
 'Science Fiction',210000000,5.8,6,1091405097,165
 'Drama',110000000,6.8,6,215294342,165
 'Drama',130000000,6.3,11,49554002,165
 'Drama',2600000,7.7,12,28430000,165
 'Drama',0,7.8,9,0,165
 'War',0,6.5,4,0,165
 'Western',0,6.1,6,0,165
 'Adventure',20000000,5.9,5,0,165
 'Drama',0,7.8,9,0,165
 'Drama',0,5.8,2,0,165
 'Crime',0,5.9,3,0,165
 'Comedy',0,5.3,6,0,165
 'Comedy',6200000,6.4,5,11000000,165
 'Documentary',0,7.5,6,0,165
 'Drama',0,7,9,0,165
 'Thriller',0,5.3,9,0,165
 'Action',0,5.9,1,0,165
 'Crime',0,4.2,1,0,165
 'Drama',0,6.1,12,0,165
 'Fantasy',110000,6.9,3,270000,165
 'Action',0,5.7,10,0,165
 'Drama',0,6.9,12,0,165
 'Drama',0,5.6,6,0,165
,0,7,9,0,165
 'Documentary',0,8.6,6,0,165
 'Action',0,7.9,3,0,165
 'Music',0,6.3,1,0,165
 'Drama',0,4.2,1,0,165
 'Drama',0,7.2,10,0,165
,0,7.5,2,0,165
 'Drama',0,6,10,0,165
 'Music',0,8,4,0,165
 'Comedy',0,7.5,2,0,165
,0,2,4,0,165
 'Romance',0,2,7,0,165
 'Drama',4000000,7.5,6,44349000,164
 'Drama',70000000,7,12,130358911,164
 'Drama',7000000,7,8,8373585,164
 'Drama',0,6.7,7,0,164
 'Action',10000000,7.1,5,15000000,164
 'Action',0,4.3,1,0,164
 'Drama',0,5.6,8,0,164
 'Action',7500000,5.9,2,0,164
,0,7.8,7,0,164
 'Drama',0,5,8,0,164
 'Documentary',0,0,6,0,164
 'Action',130000000,7,3,185258983,163
 'Adventure',175000000,6.9,5,497409852,163
 'Drama',55000000,6.8,12,100230832,163
 'Drama',23000000,7.4,10,43984230,163
 'Drama',0,7.8,4,0,163
 'Adventure',14000000,7.7,7,98000000,163
 'Action',9400000,7,11,60000000,163
 'Romance',10000000,7.3,12,0,163
 'Drama',8000000,6.8,12,27187653,163
 'Crime',0,7.5,7,0,163
 'War',0,7.9,6,0,163
 'Drama',0,6.9,7,0,163
 'Drama',5200000,6.7,8,13000000,163
 'Drama',0,7.7,9,0,163
 'Family',0,7.8,5,0,163
 'Crime',0,6.6,8,0,163
 'Action',0,2.1,1,0,163
 'Drama',0,7.3,10,0,163
 'Action',0,6.5,4,0,163
,0,7.6,7,0,163
 'Drama',0,6.6,1,0,163
,334077,7.2,9,0,163
,0,6.6,11,0,163
 'Horror',0,6.5,5,0,163
 'Drama',0,3,8,0,163
 'Foreign',0,7,6,0,163
 'Drama',0,5,10,0,163
 'Family',0,0,6,0,163
 'Action',237000000,7.2,12,2787965087,162
 'Crime',54000000,7.1,12,136766062,162
 'Drama',27000000,7,11,231976425,162
 'Action',11500000,7.9,6,4069653,162
 'Comedy',3537415,7.3,7,1390172,162
 'Drama',0,6.5,9,1751330,162
 'History',15000000,6.6,11,50000000,162
 'Drama',0,6.5,12,0,162
 'Drama',0,7,5,0,162
 'Animation',0,7.8,2,0,162
 'Drama',0,8,11,0,162
 'Foreign',0,7.2,4,0,162
 'Action',3230939,6.7,4,18000000,162
 'Drama',0,7.4,10,0,162
 'Crime',0,6.1,6,0,162
 'Music',0,6.4,5,0,162
 'Romance',6900000,6,6,15000000,162
 'Comedy',0,6.3,3,0,162
 'Drama',0,6.7,6,0,162
 'Comedy',0,6,4,0,162
 'Thriller',0,4,9,0,162
 'Documentary',0,8.4,9,0,162
 'TV Movie',0,4.6,12,0,162
 'Documentary',0,7.1,10,0,162
 'Action',1300000,4.5,7,11000000,162
 'Drama',0,5.7,6,0,162
 'Music',1500000,9,11,4400000,162
 'Action',0,0,2,0,162
,0,0,10,0,162
 'Adventure',100000000,7.4,11,876688482,161
 'Adventure',250000000,7.6,12,958400000,161
 'Western',1200000,8.1,12,6000000,161
 'Drama',46000000,7,12,23737523,161
 'Drama',3000000,7.7,10,27200000,161
 'Fantasy',13000000,7.2,5,754249,161
 'Drama',31000000,7,12,128499205,161
 'Action',18000000,6.7,4,230000000,161
 'Drama',10400000,8,12,310000000,161
 'Drama',0,6.6,7,0,161
 'Drama',0,5.8,3,0,161
 'Drama',0,6.8,12,0,161
 'Adventure',0,7.3,6,0,161
 'Drama',0,6.8,6,0,161
 'Adventure',0,6.5,5,0,161
 'Action',5900000,5.8,1,19000000,161
 'Action',0,5.3,11,0,161
 'Drama',0,5.9,12,0,161
 'Comedy',0,5.8,1,0,161
 'Action',0,5,5,0,161
 'Drama',0,5,1,0,161
 'Romance',0,0,1,0,161
 'Drama',0,0,6,0,161
 'Drama',0,0,2,0,161
 'Drama',18000000,7.8,10,51973029,160
 'Action',30000000,7,9,14711793,160
 'Crime',0,7.7,7,0,160
 'Drama',45000000,6.3,9,9323833,160
 'Adventure',12000000,7.2,7,25333333,160
 'Comedy',0,7.6,4,0,160
 'Adventure',16000000,6.4,2,0,160
 'Action',0,6.4,1,0,160
 'Drama',0,6.3,9,0,160
 'Comedy',0,6.7,9,0,160
 'Science Fiction',0,7.9,1,0,160
 'Drama',0,6.5,12,36500000,160
 'Crime',750000,8.1,12,12000000,160
 'Drama',0,6.6,12,0,160
 'Drama',0,7.2,2,0,160
 'TV Movie',0,3.9,5,0,160
 'Action',0,6.7,4,0,160
 'Drama',0,5.6,2,222000,160
 'Family',0,6.3,9,0,160
,0,5.5,11,0,160
 'Drama',0,2.8,1,0,160
 'Drama',0,6.9,10,0,160
 'Romance',0,5.4,8,0,160
 'Action',0,6.9,8,0,160
 'Action',0,6.4,4,0,160
 'Adventure',1700000,7.2,1,0,160
 'Romance',0,6.8,8,0,160
 'Action',4000000,6.8,1,6000000,160
 'Thriller',0,7.3,3,0,160
 'Foreign',0,6,10,0,160
,0,7.7,2,0,160
 'Drama',440141,6.6,9,2640850,160
 'Thriller',0,5,4,0,160
 'Comedy',0,6.6,1,0,160
 'Drama',0,6.3,2,0,160
 'Drama',0,6.5,9,0,160
 'Drama',0,7.7,5,0,160
 'Crime',0,7.7,2,0,160
 'Comedy',0,7.7,9,0,160
 'Romance',0,7.7,8,0,160
 'Drama',0,7,10,0,160
 'Action',0,5.2,2,0,160
 'Drama',0,7,2,0,160
 'Drama',0,6,4,0,160
 'Comedy',0,4.8,4,0,160
 'Adventure',0,6.5,2,0,160
,0,7,10,0,160
 'Romance',0,0,10,0,160
,0,0,5,0,160
 'Documentary',0,0,1,0,160
 'Mystery',65000000,7.1,7,162091208,159
 'Action',14000000,7.1,12,116000000,159
 'Drama',0,7.2,5,3803298,159
 'Action',40000000,7.5,7,100000000,159
 'Romance',7700000,7.1,5,46000000,159
 'Drama',2200000,7.2,6,0,159
 'Crime',4000000,6.6,6,7537453,159
 'Comedy',0,8.1,10,0,159
 'Drama',10920000,7.4,11,19660000,159
 'History',0,7,10,0,159
 'Drama',0,6.8,6,0,159
 'Romance',0,7.8,8,0,159
 'Thriller',3500000,4.9,11,9250000,159
 'Romance',1,7.7,10,0,159
 'Drama',0,7.3,4,0,159
 'Comedy',0,5.6,5,0,159
 'Drama',0,5.9,10,0,159
 'Fantasy',0,6.7,5,0,159
 'Documentary',0,8,10,0,159
 'Drama',0,7.6,8,0,159
 'Romance',0,5.8,2,0,159
 'Music',0,4.1,1,0,159
 'Foreign',0,5,12,0,159
,0,7.3,2,0,159
 'Family',0,4.2,4,0,159
,0,10,7,0,159
,0,7.5,,0,159
 'Music',0,0,12,0,159
 'Action',200000000,5.6,10,769653595,158
 'Thriller',90000000,7.2,12,232617430,158
 'Drama',25000000,7.9,12,77208711,158
 'Action',6000000,7.3,4,28900000,158
 'Action',7362000,7.7,3,0,158
 'Crime',26000000,6.3,12,61000000,158
 'Drama',20000000,6.3,10,31678778,158
 'Drama',0,6.2,10,0,158
 'Drama',0,6.9,9,0,158
 'Drama',0,6.9,12,0,158
 'Drama',2500000,5.7,9,0,158
 'Drama',0,6.6,10,138000,158
 'Drama',0,6.6,12,0,158
 'Adventure',0,4.6,5,0,158
 'Romance',0,7,8,0,158
 'Comedy',0,7.2,1,0,158
 'Drama',0,4.7,1,0,158
 'Romance',0,7.1,7,1486992,158
 'Drama',10000000,5.8,12,0,158
 'Fantasy',0,6.4,6,73000,158
 'Drama',600000,7.9,8,0,158
,0,8.2,11,0,158
 'Drama',0,4.5,9,0,158
 'Drama',0,7,4,0,158
 'Action',0,7,2,0,158
,0,5,1,0,158
 'Drama',0,0,1,0,158
 'Adventure',150000000,7.5,11,895921036,157
 'Crime',65000000,7.3,3,84785914,157
 'Drama',61000000,7.2,12,441809770,157
 'Thriller',40000000,6.7,12,132820716,157
 'Drama',100000000,7.4,11,266465037,157
 'Drama',31000000,7.3,12,134095253,157
 'Drama',90000000,7.3,10,60289912,157
 'Drama',107000000,6.7,12,87713825,157
 'Western',0,7.7,10,0,157
 'Drama',0,7.3,12,0,157
 'Drama',2200000,7.2,1,11502151,157
 'Drama',0,7,11,0,157
 'Action',0,6.2,6,0,157
 'Drama',15000000,5.8,12,0,157
 'Drama',0,6.9,12,0,157
 'Music',6000000,6.3,3,36800000,157
 'Drama',0,7.5,9,0,157
 'Drama',0,6.8,6,0,157
 'Drama',3000000,7.7,2,12000000,157
 'Action',0,5.3,3,0,157
 'Action',0,7,7,0,157
 'Drama',0,6,12,0,157
 'Drama',0,5.8,8,0,157
 'Documentary',0,6.3,11,0,157
 'Action',9200000,6,10,21000000,157
 'Crime',0,5.4,9,0,157
 'Drama',500000,6.4,5,500000,157
 'Romance',500000,6,5,500000,157
 'Drama',500000,6.1,10,500000,157
 'Drama',0,6.8,8,0,157
 'Drama',500000,5.9,6,500000,157
 'Action',0,4.6,4,0,157
 'Action',500000,6.7,12,500000,157
 'Action',500000,5.3,1,500000,157
 'Drama',0,6.5,11,0,157
,500000,6.6,8,500000,157
 'Music',0,6.4,11,0,157
 'Action',500000,6,9,500000,157
 'Comedy',0,3.5,12,0,157
 'Drama',500000,7.5,2,500000,157
 'Romance',500000,7,7,500000,157
,0,0,12,0,157
 'Western',135000000,7.3,12,532950503,156
 'Science Fiction',47000000,7.9,9,3547209,156
 'Drama',18339750,7.7,9,92180910,156
 'Horror',0,7.2,5,0,156
 'Action',15000000,6.8,9,0,156
 'Drama',17500000,5.3,1,23438120,156
 'Adventure',0,5.4,10,0,156
 'Drama',0,6.8,10,0,156
 'War',5000000,6.6,6,0,156
 'Drama',1250000,7,12,0,156
 'Family',0,6.3,8,0,156
 'Action',1500000,6.3,4,6000000,156
 'Drama',0,7.4,12,0,156
 'Adventure',0,6.8,8,0,156
 'Drama',0,6.1,1,0,156
 'Action',0,5.9,11,0,156
,0,6,10,0,156
 'Romance',2000000,6.7,4,6000000,156
 'Action',6,5.5,12,0,156
 'Action',0,5.9,12,0,156
 'Documentary',0,4.9,2,138913,156
,0,5.5,1,0,156
 'Comedy',0,5.5,12,0,156
 'Documentary',0,8,10,0,156
 'Documentary',0,5,5,0,156
,0,1,4,0,156
 'Documentary',0,6.5,11,0,156
,0,10,2,0,156
 'Drama',0,10,8,0,156
 'Action',103000000,7.9,5,457640427,155
 'Drama',15000000,7.5,9,43101594,155
 'Crime',13000000,7.5,8,0,155
 'Adventure',32000000,7.2,12,57284237,155
 'Drama',36000000,6.8,12,74000000,155
 'Adventure',7700000,7.4,12,21000000,155
 'Crime',35000000,6.3,11,25105255,155
 'Action',9000000,4.9,7,0,155
 'Romance',0,7.8,9,0,155
 'Drama',4437508,7.2,9,2804874,155
 'Drama',0,7.6,7,0,155
 'Drama',0,6.1,6,0,155
 'Drama',750000,7.1,3,0,155
 'Action',26400000,6.5,10,62000000,155
 'Romance',8000000,7.3,5,0,155
 'TV Movie',19500000,6.1,8,0,155
 'Drama',2300000,6.7,7,11100000,155
 'Drama',0,6.7,11,0,155
 'Drama',0,5.8,9,19000000,155
 'Adventure',15050000,6.7,8,16180000,155
 'Drama',0,7.1,12,0,155
 'Crime',0,6.5,7,0,155
 'Romance',0,5.9,2,293500,155
 'Romance',0,6.6,3,0,155
 'Comedy',10000000,5,11,0,155
 'Comedy',0,6.5,5,0,155
 'Romance',0,5.5,3,0,155
 'Drama',1600000,6.2,6,0,155
 'Comedy',0,5.6,6,0,155
 'Drama',3000000,7.2,6,6000000,155
 'Drama',9000000,7.1,11,0,155
 'Comedy',7500000,5.1,7,10000000,155
 'Romance',0,7.5,1,0,155
 'Drama',0,6.9,4,0,155
 'Action',0,6.4,5,0,155
 'Comedy',3750000,6.2,2,5000000,155
 'Drama',2500000,5.6,1,0,155
 'Drama',0,6.2,7,0,155
 'Action',0,6.8,5,0,155
 'Drama',0,7.3,5,0,155
 'Drama',0,5.5,12,0,155
 'Action',0,6.9,4,0,155
 'Drama',0,6.4,4,0,155
 'Documentary',0,7,7,0,155
 'Documentary',0,3,2,0,155
 'Action',0,6,11,0,155
 'Drama',0,5,5,0,155
 'War',0,9,9,0,155
 'Documentary',0,5,10,0,155
,0,0,8,0,155
,0,0,5,0,155
 'Thriller',8000000,8.3,9,213928762,154
 'Action',195000000,6.1,6,1123746996,154
 'Drama',140000000,7.3,12,456758981,154
 'Comedy',12000000,7.3,12,39673162,154
 'Adventure',270000000,5.4,6,391081192,154
 'Drama',79000000,6.7,12,173013509,154
 'Drama',2000000,7.6,6,20908467,154
 'Drama',42000000,6.6,6,270248367,154
 'Comedy',25000000,7.1,10,48531470,154
 'Drama',15000000,7.7,12,146292009,154
 'Action',47000000,6.1,10,7191399,154
 'Action',0,5.5,6,0,154
 'Action',17000000,6.5,5,10000000,154
 'Drama',0,6.8,9,0,154
 'Western',0,5.6,10,0,154
 'Drama',0,7.6,2,0,154
,0,7.8,10,0,154
 'Action',0,6.8,2,0,154
 'Crime',0,7.5,1,0,154
 'Drama',0,6.9,11,0,154
 'Action',2200000,6.9,5,9700000,154
 'Drama',0,7.7,9,0,154
 'Comedy',0,6.2,1,0,154
 'Comedy',0,6.9,9,0,154
,0,6.9,9,0,154
,0,7,10,0,154
 'Adventure',0,5.3,1,0,154
 'Action',0,3.5,9,0,154
,6800000,2.8,6,0,154
 'Romance',2995000,5.5,8,2000000,154
 'Romance',0,5,5,0,154
 'Drama',70000000,7.9,8,319131050,153
 'Adventure',250000000,7.4,7,933959197,153
 'Drama',46000000,7.9,9,122126687,153
 'Drama',31500000,8,8,89460381,153
 'Drama',92620000,8,1,650422,153
 'Drama',35000000,7.3,12,22238696,153
 'Drama',2000000,7.3,6,9250000,153
 'Comedy',13000000,7.7,12,120000000,153
 'Drama',10000000,7,9,37402877,153
 'Action',0,6.3,10,0,153
 'Drama',0,6.8,8,19300000,153
 'Action',0,6,7,0,153
 'Romance',0,6.3,6,0,153
 'Drama',2400000,6.5,8,9600000,153
 'Drama',4180000,5,7,11000000,153
 'Drama',0,6.7,5,0,153
 'Action',0,7.3,4,0,153
 'Crime',0,6.8,11,0,153
 'Drama',0,6.4,6,215496,153
 'Action',0,6.4,7,0,153
 'Drama',0,7.9,3,0,153
 'Thriller',4600000,3.8,11,0,153
 'Drama',0,5.1,4,0,153
 'Drama',0,6.6,8,0,153
 'TV Movie',0,4.8,12,0,153
 'Drama',0,5.4,6,0,153
 'Drama',0,5.8,2,0,153
 'Documentary',0,7.6,11,0,153
 'Crime',0,6,12,0,153
,0,7,4,0,153
 'Music',0,9,3,0,153
,0,5,1,0,153
 'Drama',0,0,10,0,153
 'Adventure',0,0,2,0,153
,0,0,9,0,153
 'Drama',185000000,8.3,7,1004558444,152
 'Adventure',125000000,7.5,11,976475550,152
 'Drama',13000000,7.4,2,104345682,152
 'Drama',40000000,7.2,10,124731534,152
 'Crime',6000000,7,10,43656822,152
 'Drama',72000000,6.6,12,37317558,152
 'Drama',818418,7.3,9,4851244,152
 'Action',4000000,6.6,1,36000000,152
 'Action',6218100,5.8,11,0,152
 'Adventure',18000000,6,12,9000000,152
 'Action',0,5.7,2,0,152
 'Drama',0,6.7,5,7356393,152
 'Comedy',0,6.7,4,0,152
 'Action',0,5.6,12,0,152
 'Documentary',0,8.1,9,25,152
 'Comedy',0,7,1,0,152
 'Drama',0,5.8,10,5200000,152
 'Documentary',0,7.3,4,0,152
 'Comedy',0,8,4,0,152
 'Drama',0,4.9,4,0,152
 'Comedy',0,5.8,11,0,152
 'Comedy',0,7.2,6,0,152
 'Music',0,5.9,3,0,152
 'Drama',0,4.7,3,0,152
 'Foreign',0,6.4,2,0,152
 'Romance',0,3,8,0,152
 'Romance',0,8.5,6,0,152
 'War',0,5.5,1,0,152
 'Drama',0,6.5,1,0,152
 'Drama',0,5.5,12,0,152
 'Drama',0,5,9,0,152
 'Fantasy',0,3,1,0,152
 'Action',250000000,5.7,3,873260194,151
 'Adventure',200000000,7,6,1065659812,151
 'Drama',90000000,7.9,10,289847354,151
 'Action',140000000,6.5,7,553799566,151
 'Crime',12000000,7.8,12,53267000,151
 'Drama',12000000,7.4,12,30036000,151
 'Crime',0,7.7,9,0,151
 'Comedy',0,6.7,6,8000000,151
 'Comedy',0,7.4,12,0,151
 'Family',0,6.3,5,0,151
 'Comedy',6400000,6.1,9,5900000,151
 'Comedy',0,6.3,10,0,151
 'Documentary',0,7.1,9,0,151
 'Drama',245000,7,11,22000000,151
 'Crime',18000000,5.4,5,1500000,151
 'Drama',0,6.3,12,0,151
 'Drama',0,6.4,9,0,151
 'Comedy',0,4.9,5,0,151
 'Drama',0,5.4,10,0,151
 'Drama',0,6.7,10,0,151
 'Drama',0,6.1,12,0,151
 'Drama',0,6.6,6,0,151
 'Fantasy',0,3.8,8,0,151
 'Drama',0,5.7,1,0,151
 'Music',0,8,11,0,151
 'Adventure',0,7,5,0,151
 'Drama',0,5.7,5,0,151
,0,7.7,6,0,151
 'Drama',350000,4.4,5,6100000,151
 'Crime',0,7.1,8,0,151
 'Comedy',0,8.3,2,0,151
 'Documentary',0,5.6,5,0,151
 'Romance',0,6.8,7,0,151
 'Drama',0,6.7,1,0,151
 'Action',0,6.2,2,0,151
 'Action',0,8,6,0,151
 'Mystery',0,4.5,2,0,151
 'Drama',0,0,12,0,151
 'Family',0,0,1,0,151
 'Science Fiction',150000000,6,6,836297228,150
 'Adventure',140000000,5.6,12,268031828,150
 'Drama',35000000,8.1,9,120072577,150
 'Adventure',225000000,6.3,5,419651413,150
 'Drama',90000000,7.2,7,171120329,150
 'Action',4500000,7.6,3,2627209,150
 'Action',5400000,7.5,6,45300000,150
 'Adventure',80341000,7.1,7,127814609,150
 'History',0,6.3,10,5405500,150
 'Action',27000000,7.1,9,0,150
 'Drama',35000000,7.1,9,0,150
 'Drama',0,7.4,9,138730,150
 'Drama',0,6,9,0,150
 'Fantasy',21000000,6.1,2,0,150
 'War',19500000,7.2,12,56000000,150
 'Action',0,7.2,10,0,150
 'Comedy',5500000,6.9,11,0,150
 'Documentary',0,7.6,12,0,150
 'Drama',0,7.1,11,32000000,150
 'Drama',0,7.2,9,124919,150
 'Comedy',0,6.8,5,0,150
 'Adventure',0,7.2,2,0,150
 'Documentary',0,7.2,10,0,150
 'Documentary',0,7.9,12,0,150
 'Drama',0,5.9,11,0,150
 'Drama',0,6.9,1,0,150
 'Drama',0,6.1,11,26000000,150
 'Thriller',0,5.2,1,0,150
 'Documentary',0,7.7,10,217201,150
 'Music',0,7.5,4,0,150
 'History',0,8,9,0,150
 'Thriller',1000000,7.3,8,0,150
 'Mystery',0,6.7,5,0,150
 'Drama',0,7.5,11,0,150
 'War',0,7.8,10,0,150
 'Action',18700000,5.9,7,74000000,150
 'Comedy',838403,5.6,1,0,150
 'Action',100000000,5.3,12,0,150
 'Drama',0,6.8,12,0,150
 'Romance',0,7.6,9,0,150
 'Drama',0,6.5,8,0,150
 'Drama',0,6.8,9,0,150
 'Adventure',0,6.6,12,0,150
 'Drama',2100000,6.4,2,0,150
 'Drama',0,7.2,6,0,150
 'Comedy',0,6,10,0,150
 'Action',11000000,6,5,12000000,150
 'Action',0,5.8,1,0,150
 'Action',3200000,6.6,10,0,150
 'Drama',0,6.6,6,0,150
 'Drama',0,7.3,9,0,150
 'Drama',0,6.1,12,0,150
 'Western',0,7.1,8,0,150
 'Drama',0,5.7,5,0,150
 'Drama',0,3.8,3,0,150
 'Drama',0,7.1,9,0,150
,0,7.6,10,0,150
 'Drama',0,5.3,4,0,150
 'Drama',0,7.4,3,0,150
 'Documentary',0,7.2,7,0,150
 'Drama',0,5.3,11,355962,150
 'War',0,5.3,10,0,150
 'Drama',0,5.2,1,0,150
 'Comedy',0,3.5,2,0,150
 'Action',15000000,2.6,10,3250000,150
 'Action',0,6.2,1,0,150
 'Drama',0,8,9,0,150
 'Drama',0,6.1,5,0,150
 'Drama',2000000,7.3,7,0,150
 'Drama',0,5.8,1,0,150
 'History',0,5.9,11,0,150
 'Drama',0,3.9,3,0,150
 'Comedy',18000,6.9,3,700000,150
 'Comedy',0,8.8,10,0,150
 'Music',0,7.5,2,7500000,150
 'Crime',0,5,9,0,150
 'Romance',0,7.3,9,0,150
 'Comedy',0,7.3,1,0,150
,0,6.7,7,0,150
 'Drama',0,6.7,1,0,150
 'Drama',0,4.3,10,0,150
 'Romance',0,8,6,0,150
 'Family',0,8,8,0,150
 'Drama',0,8,10,0,150
 'Family',0,8,9,0,150
 'Documentary',0,6,5,0,150
 'Drama',0,7.5,4,0,150
 'Adventure',0,1,6,0,150
 'Horror',0,9,1,0,150
 'Drama',0,0,5,0,150
 'Drama',0,0,12,0,150
 'Adventure',0,0,12,0,150
 'War',0,0,9,0,150
 'Science Fiction',10500000,7.9,4,68700000,149
 'Thriller',125000000,6.5,5,767820459,149
 'Action',255000000,5.9,7,89289910,149
 'History',65000000,6.7,11,275293450,149
 'Action',260000000,6.2,6,604942143,149
 'Action',14000000,7.9,9,85000000,149
 'Crime',40000000,7,7,152266007,149
 'Drama',0,6.5,10,27412220,149
 'Drama',14000000,6.9,9,52223306,149
 'Drama',0,7.2,5,300653,149
 'Drama',14000000,6.1,9,46495,149
 'Crime',8510000,6.7,11,0,149
 'Drama',4300000,6.9,11,3376375,149
 'Drama',3500000,7.4,6,12800000,149
 'Comedy',0,6.4,4,0,149
 'Drama',2300000,7.4,9,0,149
 'Action',1135654,7.4,3,1213880,149
 'Thriller',5980000,7.4,6,14900000,149
 'Comedy',0,6.8,3,0,149
 'Drama',25000000,7.1,11,0,149
 'Drama',0,7.5,5,0,149
 'War',0,5.4,7,0,149
 'Drama',0,6.1,8,0,149
 'Comedy',8000000,6.5,1,20000000,149
 'Action',6100000,5.6,8,28000000,149
 'Action',10500000,5.3,1,9400000,149
 'Animation',0,6,1,0,149
 'Drama',0,5.3,2,0,149
 'Drama',1500000,4.9,3,0,149
 'Drama',0,4.5,10,0,149
 'Drama',0,6.4,8,0,149
 'Drama',0,5.8,9,0,149
 'Adventure',0,4.9,4,0,149
 'Comedy',0,7.5,10,0,149
 'Thriller',2,8,10,0,149
 'Documentary',0,5,4,0,149
,0,0,1,0,149
 'Action',160000000,8.1,7,825532764,148
 'Action',245000000,6.3,10,880674609,148
 'Adventure',15000000,7.8,9,56255142,148
 'Comedy',20000000,6.5,12,11110975,148
 'Adventure',60000000,6.2,10,66976317,148
 'Drama',0,7.1,10,25147786,148
 'Drama',75000000,6.4,12,0,148
 'Mystery',0,7,1,0,148
 'Drama',27563396,6.2,3,29193330,148
 'Drama',3684600,7.1,3,0,148
 'Action',0,6.2,10,0,148
 'Drama',0,7.2,3,0,148
 'Drama',0,6.6,1,0,148
 'Drama',0,7.2,4,0,148
 'Drama',210,6.8,6,0,148
 'Action',0,6.4,4,0,148
 'Drama',0,6.7,5,0,148
 'Drama',0,4.7,9,0,148
 'Drama',0,5.4,10,884100,148
 'Comedy',0,5.3,1,0,148
 'Science Fiction',0,5,6,0,148
 'Action',0,3.9,4,0,148
 'Action',0,7.4,1,0,148
 'History',0,8.2,10,0,148
 'Drama',0,6.5,2,0,148
 'Drama',2763806,6,4,0,148
 'Drama',0,5,11,0,148
 'Documentary',0,6.5,1,0,148
 'Drama',0,4.5,12,0,148
,0,6,6,0,148
 'Fantasy',0,0,12,0,148
 'War',0,0,5,0,148
,390000,0,7,3,148
,0,0,4,0,148
 'Adventure',250000000,7.1,4,1153304495,147
 'Adventure',130000000,6.3,7,273339556,147
 'Thriller',15000000,7.7,5,20117339,147
 'Drama',28000000,7.7,8,201634991,147
 'Crime',50000000,7.1,9,132180323,147
 'Crime',44000000,7.3,10,165615285,147
 'Thriller',48000000,6.9,12,207515725,147
 'Action',4000000,7,11,43498108,147
 'Drama',1746964,7.7,5,2181987,147
 'Drama',0,7.9,4,0,147
 'Drama',0,8.1,2,0,147
 'Drama',2650000,7,7,3100000,147
 'Drama',11000000,5.9,11,46396427,147
 'Drama',0,7.3,9,0,147
 'Action',17000000,5.5,1,51000000,147
 'Music',0,7,12,0,147
 'Drama',0,5.4,12,0,147
 'Action',0,5.5,7,0,147
 'Drama',0,6.1,7,0,147
 'Action',0,5.2,12,0,147
 'Comedy',0,5.5,5,0,147
 'Music',0,8.5,10,0,147
 'Music',0,7,8,0,147
 'Drama',0,7.2,7,0,147
 'Drama',0,5.9,7,0,147
 'Drama',0,5.3,3,0,147
 'Drama',0,6.9,10,0,147
 'War',0,7.9,7,0,147
 'Drama',0,3,1,0,147
 'Thriller',0,5.8,11,0,147
,0,6,7,0,147
 'Drama',0,8,5,0,147
,0,0,7,0,147
 'Adventure',130000000,7.4,11,847423452,146
 'Adventure',250000000,7.5,10,954305868,146
 'Drama',100000000,6.8,6,235926552,146
 'Drama',25000000,7.9,8,124272124,146
 'Action',70000000,7.3,4,130293714,146
 'Drama',66000000,7,12,177584879,146
 'Mystery',40000000,6,2,26559557,146
 'Comedy',100000000,5.5,5,288347692,146
 'Drama',50000000,7.2,9,73956241,146
 'Comedy',75000000,5.6,7,61458982,146
 'Music',0,6.9,2,0,146
 'Drama',0,7.4,2,0,146
 'Comedy',24000000,6.6,12,33208099,146
 'Action',22000000,6,7,55000000,146
 'Drama',3000000,7.3,6,10400000,146
 'Comedy',0,6.6,9,0,146
 'Drama',0,7.6,1,0,146
 'Adventure',0,6.8,3,0,146
 'Romance',4200000,5.4,5,10000000,146
 'Crime',0,6.6,7,0,146
 'Music',0,7.6,2,0,146
 'Drama',0,6,11,3800000,146
 'Action',0,4.4,7,0,146
 'Science Fiction',0,6.6,9,0,146
 'War',0,5.9,3,0,146
 'Thriller',0,5.9,2,0,146
 'Action',0,6.3,5,0,146
 'Adventure',0,5.1,9,0,146
 'Science Fiction',620000,7.4,6,1400000,146
 'Romance',0,4.9,4,0,146
 'Drama',0,6.4,2,0,146
 'Romance',0,6.5,10,0,146
 'Crime',0,4.6,3,0,146
 'Drama',0,4,10,0,146
 'Music',0,8,9,0,146
 'Documentary',0,7.3,1,0,146
 'Drama',0,6.2,1,0,146
 'Drama',0,7.3,9,0,146
 'Action',0,8.5,6,0,146
